id_image,date_image,ndvi_value,evi_value,date_image_dt,savitzky_golay,timestamps
20230105T164659_20230105T164700_T15SYV,2023-01-05,0.40202895984133064,2.855627288473359,2023-01-05,0.4042110560225259,2023-01-05
,,0.40023937853661895,2.852131441127509,2023-01-06,0.4030802784070966,2023-01-06
,,0.39844979723190727,2.8486355937816588,2023-01-07,0.4019495007916673,2023-01-07
,,0.3966602159271956,2.845139746435809,2023-01-08,0.400818723176238,2023-01-08
,,0.3948706346224839,2.8416438990899584,2023-01-09,0.3996879455608087,2023-01-09
20230110T164651_20230110T164811_T15SYV,2023-01-10,0.3930810533177722,2.8381480517441084,2023-01-10,0.39855716794537943,2023-01-10
,,0.4046233235987119,2.843679176823154,2023-01-11,0.40310003110679893,2023-01-11
,,0.4161655938796516,2.8492103019022,2023-01-12,0.4076428942682184,2023-01-12
,,0.42770786416059126,2.8547414269812452,2023-01-13,0.41218575742963787,2023-01-13
,,0.43925013444153094,2.860272552060291,2023-01-14,0.41672862059105736,2023-01-14
20230115T164629_20230115T164631_T15SYV,2023-01-15,0.4507924047224706,2.8658036771393367,2023-01-15,0.42127148375247686,2023-01-15
,,0.4483277018002634,2.861900638736959,2023-01-16,0.43190458240791796,2023-01-16
,,0.4458629988780561,2.857997600334582,2023-01-17,0.442537681063359,2023-01-17
,,0.44339829595584884,2.8540945619322047,2023-01-18,0.4531707797188001,2023-01-18
,,0.44093359303364155,2.8501915235298276,2023-01-19,0.46380387837424114,2023-01-19
20230120T164611_20230120T164959_T15SYV,2023-01-20,0.4384688901114343,2.84628848512745,2023-01-20,0.47443697702968224,2023-01-20
,,0.4403974784203445,2.8467892598675184,2023-01-21,0.476017117403106,2023-01-21
,,0.4423260667292547,2.847290034607587,2023-01-22,0.47759725777652967,2023-01-22
,,0.44425465503816486,2.8477908093476554,2023-01-23,0.4791773981499534,2023-01-23
,,0.44618324334707504,2.848291584087724,2023-01-24,0.48075753852337716,2023-01-24
,,0.4481118316559852,2.8487923588277924,2023-01-25,0.48233767889680085,2023-01-25
,,0.45004041996489547,2.8492931335678606,2023-01-26,0.4839178192702246,2023-01-26
,,0.45196900827380565,2.8497939083079293,2023-01-27,0.48549795964364834,2023-01-27
,,0.45389759658271583,2.8502946830479976,2023-01-28,0.487078100017072,2023-01-28
,,0.455826184891626,2.850795457788066,2023-01-29,0.48865824039049577,2023-01-29
,,0.4577547732005362,2.8512962325281346,2023-01-30,0.4902383807639195,2023-01-30
,,0.4596833615094464,2.851797007268203,2023-01-31,0.4918185211373432,2023-01-31
,,0.46161194981835657,2.8522977820082716,2023-02-01,0.49339866151076694,2023-02-01
,,0.46354053812726675,2.85279855674834,2023-02-02,0.4949788018841907,2023-02-02
,,0.46546912643617694,2.853299331488408,2023-02-03,0.4965589422576144,2023-02-03
,,0.4673977147450871,2.853800106228477,2023-02-04,0.4981390826310381,2023-02-04
,,0.46932630305399736,2.854300880968545,2023-02-05,0.49971922300446187,2023-02-05
,,0.47125489136290755,2.8548016557086138,2023-02-06,0.5012993633778856,2023-02-06
,,0.47318347967181773,2.855302430448682,2023-02-07,0.5028795037513093,2023-02-07
,,0.4751120679807279,2.8558032051887503,2023-02-08,0.504459644124733,2023-02-08
,,0.4770406562896381,2.856303979928819,2023-02-09,0.5060397844981568,2023-02-09
,,0.4789692445985483,2.8568047546688873,2023-02-10,0.5076199248715805,2023-02-10
,,0.48089783290745847,2.8573055294089555,2023-02-11,0.5092000652450042,2023-02-11
,,0.48282642121636865,2.8578063041490243,2023-02-12,0.510780205618428,2023-02-12
,,0.48475500952527883,2.8583070788890925,2023-02-13,0.5123603459918517,2023-02-13
,,0.486683597834189,2.8588078536291612,2023-02-14,0.5139404863652753,2023-02-14
,,0.4886121861430992,2.8593086283692295,2023-02-15,0.5155206267386991,2023-02-15
,,0.4905407744520094,2.8598094031092978,2023-02-16,0.5171007671121228,2023-02-16
,,0.4924693627609196,2.8603101778493665,2023-02-17,0.5186809074855465,2023-02-17
,,0.4943979510698298,2.8608109525894347,2023-02-18,0.5202610478589703,2023-02-18
,,0.49632653937874,2.8613117273295035,2023-02-19,0.521841188232394,2023-02-19
,,0.4982551276876502,2.8618125020695717,2023-02-20,0.5234213286058178,2023-02-20
