id_image,date_image,ndvi_value,evi_value,date_image_dt
20190121T164611_20190121T164609_T15SYV,2019-01-21,0.32161962829084634,2.7495716019416254,2019-01-21
20190126T164549_20190126T164551_T15SYV,2019-01-26,0.28142394167989965,2.7874134463791282,2019-01-26
20190317T164029_20190317T164113_T15SYV,2019-03-17,0.24457958235037852,2.795677683003894,2019-03-17
20190317T164029_20190317T165347_T15SYV,2019-03-17,0.25057645176716875,2.7854321807971667,2019-03-17
20190322T163951_20190322T164744_T15SYV,2019-03-22,0.20421890638822304,2.7457278238809977,2019-03-22
20190327T164109_20190327T164602_T15SYV,2019-03-27,0.19452361173199686,2.7539712054220162,2019-03-27
20190416T163849_20190416T165110_T15SYV,2019-04-16,0.18669225092984576,2.786785603300849,2019-04-16
20190421T163901_20190421T164917_T15SYV,2019-04-21,0.18498288825434858,2.750802029328085,2019-04-21
20190426T163849_20190426T165038_T15SYV,2019-04-26,0.21525195493221935,2.7949502454859405,2019-04-26
20190506T163849_20190506T164355_T15SYV,2019-05-06,0.15209915555237544,2.7402810628379353,2019-05-06
20190516T163849_20190516T164414_T15SYV,2019-05-16,0.15228509284674982,2.7213954133413045,2019-05-16
20190526T163849_20190526T165008_T15SYV,2019-05-26,0.28605564164422986,2.8080115077418695,2019-05-26
20190531T163901_20190531T165213_T15SYV,2019-05-31,0.3052752197918483,2.808317205062041,2019-05-31
20190605T163849_20190605T165318_T15SYV,2019-06-05,0.3719998626511849,2.855228870498648,2019-06-05
20190610T163901_20190610T165257_T15SYV,2019-06-10,0.5606819709052936,2.8712589391782046,2019-06-10
20190620T163901_20190620T164947_T15SYV,2019-06-20,0.3900782424090201,2.9074532814435075,2019-06-20
20190630T163901_20190630T164745_T15SYV,2019-06-30,0.8552246132031212,2.9725908859362544,2019-06-30
20190705T163849_20190705T164349_T15SYV,2019-07-05,0.8193571906345871,3.0498859347333114,2019-07-05
20190710T163901_20190710T165255_T15SYV,2019-07-10,0.809593775486631,3.0649051472720514,2019-07-10
20190720T163901_20190720T164944_T15SYV,2019-07-20,0.8502375310182273,3.0559654949933956,2019-07-20
20190725T163849_20190725T164606_T15SYV,2019-07-25,0.8925830975495578,3.0804413153546566,2019-07-25
20190804T163849_20190804T165311_T15SYV,2019-08-04,0.8060188102119429,3.0205301832999334,2019-08-04
20190814T163849_20190814T164716_T15SYV,2019-08-14,0.8580195681544805,2.97011760177558,2019-08-14
20190819T163901_20190819T165206_T15SYV,2019-08-19,0.8079931724128371,2.924864465797725,2019-08-19
20190829T163901_20190829T164542_T15SYV,2019-08-29,0.7571217775282717,2.9201819469126296,2019-08-29
20190903T163839_20190903T164329_T15SYV,2019-09-03,0.6885170194421584,2.9064551496306192,2019-09-03
20190908T163901_20190908T165210_T15SYV,2019-09-08,0.6183673069255838,2.873054154216504,2019-09-08
20190913T163859_20190913T164405_T15SYV,2019-09-13,0.40491959332339006,2.844643912583971,2019-09-13
20190918T164021_20190918T165045_T15SYV,2019-09-18,0.19575759006695304,2.7144346453321724,2019-09-18
20190928T164041_20190928T164510_T15SYV,2019-09-28,0.11939128507883306,2.663124585461533,2019-09-28
20191003T164129_20191003T165242_T15SYV,2019-10-03,0.09453510034591889,2.675479597226526,2019-10-03
20191008T164201_20191008T164732_T15SYV,2019-10-08,0.19042144140802883,2.734519688006517,2019-10-08
20191013T164239_20191013T164555_T15SYV,2019-10-13,0.1962730440631332,2.7500005836255754,2019-10-13
20191018T164311_20191018T164413_T15SYV,2019-10-18,0.1925586616748819,2.731792457832617,2019-10-18
20191023T164339_20191023T164855_T15SYV,2019-10-23,0.2108042633538992,2.7605102307761333,2019-10-23
20191102T164439_20191102T164519_T15SYV,2019-11-02,0.23967414761255618,2.7838689145312507,2019-11-02
20191112T164529_20191112T164528_T15SYV,2019-11-12,0.37427037774896876,2.9222592890134917,2019-11-12
20191127T164631_20191127T164631_T15SYV,2019-11-27,0.2503996213473805,2.7494537668875663,2019-11-27
20200106T164651_20200106T164654_T15SYV,2020-01-06,0.3055040008685604,2.7478553487612447,2020-01-06
20200215T164351_20200215T165047_T15SYV,2020-02-15,0.35422918064441483,2.855472322295815,2020-02-15
20200301T164119_20200301T165022_T15SYV,2020-03-01,0.21668868923961582,2.7246465274171534,2020-03-01
20200306T164141_20200306T164609_T15SYV,2020-03-06,0.27378528066403585,2.780487947552443,2020-03-06
20200326T163911_20200326T164633_T15SYV,2020-03-26,0.29797410065880875,2.7809794788506403,2020-03-26
20200405T163851_20200405T165117_T15SYV,2020-04-05,0.2984185989572578,2.7956826352722857,2020-04-05
20200410T163839_20200410T164710_T15SYV,2020-04-10,0.19042608859719526,2.7700556772797946,2020-04-10
20200415T163901_20200415T164718_T15SYV,2020-04-15,0.20009188147603954,2.766140001982753,2020-04-15
20200420T163829_20200420T165055_T15SYV,2020-04-20,0.19561988409460773,2.7760252400813337,2020-04-20
20200430T163839_20200430T165335_T15SYV,2020-04-30,0.20583135137761344,2.7792064243307153,2020-04-30
20200510T163839_20200510T164708_T15SYV,2020-05-10,0.17016892272089335,2.742747981469598,2020-05-10
20200525T163901_20200525T165159_T15SYV,2020-05-25,0.19432824774033383,2.730337910343528,2020-05-25
20200530T163839_20200530T165323_T15SYV,2020-05-30,0.27814458896708694,2.7947263456807736,2020-05-30
20200614T163901_20200614T165159_T15SYV,2020-06-14,0.6101536417358765,2.8820480254979626,2020-06-14
20200619T163839_20200619T165248_T15SYV,2020-06-19,0.7489874254435014,2.9367243991010583,2020-06-19
20200624T163901_20200624T165224_T15SYV,2020-06-24,0.7129626188449912,2.9249902964911456,2020-06-24
20200704T163901_20200704T165223_T15SYV,2020-07-04,0.8177804192712981,2.960675493022962,2020-07-04
20200709T163839_20200709T164859_T15SYV,2020-07-09,0.8712629622740816,2.9973781310597163,2020-07-09
20200719T163839_20200719T165022_T15SYV,2020-07-19,0.8528321764426052,3.007213874650674,2020-07-19
20200724T163901_20200724T165147_T15SYV,2020-07-24,0.8995225452032958,2.9639940510017384,2020-07-24
20200729T163839_20200729T165103_T15SYV,2020-07-29,0.8453847923451029,3.0111969520955766,2020-07-29
20200803T163901_20200803T165003_T15SYV,2020-08-03,0.8973436167859589,2.975980775346516,2020-08-03
20200808T163839_20200808T164130_T15SYV,2020-08-08,0.8724023122832784,2.9910561288928914,2020-08-08
20200818T163839_20200818T164652_T15SYV,2020-08-18,0.8387638717937235,2.9707276658195214,2020-08-18
20200823T163901_20200823T164839_T15SYV,2020-08-23,0.7933745466250574,2.9358282462009924,2020-08-23
20200907T163839_20200907T164430_T15SYV,2020-09-07,0.5239357595769121,2.8726277707483896,2020-09-07
