date,mean_precipitation,temperature_2m_max,temperature_2m_min,surface_net_solar_radiation_sum,temperature_2m_mean,cumulative_precipitation
2023-01-01,0.058698654072486534,20.363198852539085,10.968804931640648,9719142.0,288.81600189208984,0.0
2023-01-02,11.721241474049293,20.228356933593773,16.962686157226585,1977292.0,291.74552154541016,0.0
2023-01-03,36.50023312121675,22.338555908203148,18.177270507812523,5024896.0,293.4079132080078,0.0
2023-01-04,0.001720861632747983,18.948602294921898,8.78382263183596,10439304.0,287.0162124633789,0.0
2023-01-05,0.0017106532936850272,12.03247985839846,5.204400634765648,10699524.0,281.76844024658203,0.0
2023-01-06,0.04575550542540441,12.423425292968773,2.6256652832031477,9797590.0,280.67454528808594,0.0
2023-01-07,3.198743818757066,15.205926513671898,7.900750732421898,1441888.0,284.7033386230469,0.0
2023-01-08,0.8957982063293457,13.83387145996096,7.390435791015648,8651498.0,283.7621536254883,0.0
2023-01-09,0.0012904404798064206,12.426232910156273,0.9171997070312727,10082636.0,279.82171630859375,0.0
2023-01-10,0.0004351138045421976,16.390161132812523,5.462258911132835,10360424.0,284.07621002197266,0.0
2023-01-11,0.1027137041091919,21.300515747070335,12.472344970703148,7547878.0,290.0364303588867,0.0
2023-01-12,8.064627647399902,18.52106628417971,7.31421813964846,4648640.0,286.06764221191406,0.0
2023-01-13,0.00571310516761514,7.176492309570335,1.8638702392578352,6565346.0,277.67018127441406,0.0
2023-01-14,0.0,6.77222595214846,-2.6263641357421648,11352068.0,275.2229309082031,0.0
2023-01-15,0.0013049809126641776,12.881982421875023,0.34417114257814774,11204416.0,279.76307678222656,0.0
2023-01-16,0.6449750098909135,15.953027343750023,8.58381042480471,1326544.0,285.41841888427734,0.0
2023-01-17,2.553182840244972,20.07148132324221,14.401574707031273,7037294.0,290.3865280151367,0.0
2023-01-18,5.689078569407258,20.23334655761721,13.01282653808596,3604426.0,289.77308654785156,0.0
2023-01-19,10.211494564941859,18.295373535156273,10.154290771484398,11625252.0,287.3748321533203,0.0
2023-01-20,0.001722275101201376,9.53620300292971,3.2650848388672102,11636004.0,279.55064392089844,0.0
2023-01-21,0.0004351138045421976,10.036248779296898,0.15998229980471024,8804312.0,278.2481155395508,0.0
2023-01-22,4.609540104866028,9.343667602539085,4.76581726074221,6251598.0,280.2047424316406,0.0
2023-01-23,1.7819225788002768,8.095269775390648,0.8130737304687727,9266578.0,277.6041717529297,0.0
2023-01-24,2.8795480727126233,9.464532470703148,-0.5212158203124773,6257814.0,277.6216583251953,0.0
2023-01-25,15.688213705914222,6.726251220703148,2.4763427734375227,4912206.0,277.7512969970703,0.0
2023-01-26,0.19260179459479332,6.073876953125023,1.4748931884765852,9109970.0,276.9243850708008,0.0
2023-01-27,0.003820657639153069,13.24042663574221,-0.28681030273435226,12501330.0,279.6268081665039,0.0
2023-01-28,0.94199180597343,10.348916625976585,4.168740844726585,3371022.0,280.40882873535156,0.0
2023-01-29,12.40051251835439,14.408441162109398,9.424157714843773,2650100.0,285.06629943847656,0.0
2023-01-30,4.198268003108296,12.622521972656273,1.9362731933593977,2442736.0,280.4293975830078,0.0
2023-01-31,15.83775585118019,1.6424804687500227,-3.3033050537109148,1924330.0,272.31958770751953,0.0
2023-02-01,3.8996904308987723,0.36185607910158524,-3.2941955566406023,5194320.0,271.68383026123047,0.0
2023-02-02,7.180315256107406,2.2441955566406477,-1.7246307373046648,3636450.0,273.40978240966797,0.0
2023-02-03,0.0016689300537109375,3.6527496337890852,-2.1881317138671648,13304928.0,273.88230895996094,0.0
2023-02-04,0.0,8.482141113281273,-3.8173736572265398,9785206.0,275.48238372802734,0.0
2023-02-05,0.001267870288756967,15.529107666015648,3.2306762695312727,13155808.0,282.52989196777344,0.0
2023-02-06,0.0004351138045421976,18.450051879882835,2.2483764648437727,12595458.0,283.4992141723633,0.0
2023-02-07,0.0039011239891806326,19.782632446289085,9.441217041015648,10762586.0,287.76192474365234,0.0
2023-02-08,5.113968253130707,19.928140258789085,10.788751220703148,3182938.0,288.5084457397461,0.0
2023-02-09,16.6766792534645,18.841287231445335,7.956689453125023,13989020.0,286.54898834228516,0.0
2023-02-10,0.001463293926917686,12.048791503906273,3.9084106445312727,10217078.0,281.12860107421875,0.0
2023-02-11,0.28856649635145004,9.44422302246096,2.6242614746093977,11720084.0,279.18424224853516,0.0
2023-02-12,0.0,12.939126586914085,0.13501892089846024,14857636.0,279.68707275390625,0.0
2023-02-13,0.0,17.293313598632835,4.316644287109398,14466846.0,283.9549789428711,0.0
2023-02-14,4.794400603145732,16.739953613281273,7.945153808593773,6524774.0,285.4925537109375,0.0
2023-02-15,3.6093501769869363,22.004998779296898,15.115396118164085,9519894.0,291.71019744873047,0.0
2023-02-16,12.898983396553376,19.261163330078148,13.179376220703148,4420198.0,289.3702697753906,0.0
2023-02-17,0.06720423698425293,11.94361267089846,1.0972229003906477,15117124.0,279.67041778564453,0.0
2023-02-18,0.0021583064722108247,11.204583740234398,-1.9289916992187273,15487110.0,277.7877960205078,0.0
