id_image,date_image,ndvi_value,evi_value,date_image_dt
20190121T164611_20190121T164609_T15SYV,2019-01-21,0.37695044632292474,2.7889289322321957,2019-01-21
20190126T164549_20190126T164551_T15SYV,2019-01-26,0.37473617151490957,2.8307818841037333,2019-01-26
20190225T164249_20190225T164923_T15SYV,2019-02-25,0.3090955243066447,2.8368476097207265,2019-02-25
20190317T164029_20190317T164113_T15SYV,2019-03-17,0.34061467533053247,2.8461651897438967,2019-03-17
20190322T163951_20190322T164744_T15SYV,2019-03-22,0.35844346644675695,2.822097440265197,2019-03-22
20190327T164109_20190327T164602_T15SYV,2019-03-27,0.38804910771059925,2.849364797878258,2019-03-27
20190421T163901_20190421T164917_T15SYV,2019-04-21,0.20182772731483695,2.764252643797759,2019-04-21
20190426T163849_20190426T165038_T15SYV,2019-04-26,0.2141351951908515,2.7862179655176433,2019-04-26
20190506T163849_20190506T164355_T15SYV,2019-05-06,0.13466900312276978,2.730221325367321,2019-05-06
20190516T163849_20190516T164414_T15SYV,2019-05-16,0.15031166387101047,2.725034436395578,2019-05-16
20190526T163849_20190526T165008_T15SYV,2019-05-26,0.12068924946849255,2.6942543079172907,2019-05-26
20190531T163901_20190531T165213_T15SYV,2019-05-31,0.10958831870119402,2.6754434094302826,2019-05-31
20190605T163849_20190605T165318_T15SYV,2019-06-05,0.10566561730848582,2.683090443639047,2019-06-05
20190610T163901_20190610T165257_T15SYV,2019-06-10,0.20158368912076974,2.7383324940525724,2019-06-10
20190620T163901_20190620T164947_T15SYV,2019-06-20,0.13184779828401086,2.6768645985372075,2019-06-20
20190630T163901_20190630T164745_T15SYV,2019-06-30,0.260216514996589,2.7587650785560167,2019-06-30
20190705T163849_20190705T164349_T15SYV,2019-07-05,0.3318176016416367,2.827374423733129,2019-07-05
20190710T163901_20190710T165255_T15SYV,2019-07-10,0.43038430982328896,2.9058815504939823,2019-07-10
20190720T163901_20190720T164944_T15SYV,2019-07-20,0.5642231890960329,2.8604069249113713,2019-07-20
20190725T163849_20190725T164606_T15SYV,2019-07-25,0.5586645480977463,2.895907105589268,2019-07-25
20190804T163849_20190804T165311_T15SYV,2019-08-04,0.7287530582902854,2.935777162227396,2019-08-04
20190814T163849_20190814T164716_T15SYV,2019-08-14,0.8696456400219954,2.946649634050562,2019-08-14
20190819T163901_20190819T165206_T15SYV,2019-08-19,0.8614990812463256,2.9329035587191155,2019-08-19
20190829T163901_20190829T164542_T15SYV,2019-08-29,0.8939336268701707,2.970747196637609,2019-08-29
20190903T163839_20190903T164329_T15SYV,2019-09-03,0.8682491005243428,2.980967675241281,2019-09-03
20190908T163901_20190908T165210_T15SYV,2019-09-08,0.8385183695896897,2.947118387398206,2019-09-08
20190913T163859_20190913T164405_T15SYV,2019-09-13,0.8181801177620206,2.959101855043386,2019-09-13
20190918T164021_20190918T165045_T15SYV,2019-09-18,0.7862116869081271,2.9324258330336446,2019-09-18
20190928T164041_20190928T164510_T15SYV,2019-09-28,0.6066971910324988,2.8664045461235856,2019-09-28
20191003T164129_20191003T165242_T15SYV,2019-10-03,0.4521627778061728,2.8666526597432416,2019-10-03
20191008T164201_20191008T164732_T15SYV,2019-10-08,0.306851365588265,2.817836795055543,2019-10-08
20191013T164239_20191013T164555_T15SYV,2019-10-13,0.2363018072858013,2.7934355563263855,2019-10-13
20191018T164311_20191018T164413_T15SYV,2019-10-18,0.21767419741845326,2.7624433565450834,2019-10-18
20191023T164339_20191023T164855_T15SYV,2019-10-23,0.1986463126919237,2.7499361313189423,2019-10-23
20191102T164439_20191102T164519_T15SYV,2019-11-02,0.19671691494535065,2.778116651725175,2019-11-02
20191112T164529_20191112T164528_T15SYV,2019-11-12,0.24927180569690086,2.8173523472037934,2019-11-12
20191127T164631_20191127T164631_T15SYV,2019-11-27,0.24807441542030056,2.7362546821405327,2019-11-27
20200106T164651_20200106T164654_T15SYV,2020-01-06,0.30658383793083166,2.769339978796073,2020-01-06
20200121T164609_20200121T165204_T15SYV,2020-01-21,0.2054199562363694,2.924254424223227,2020-01-21
20200301T164119_20200301T165022_T15SYV,2020-03-01,0.16291371121243076,2.6486753106002743,2020-03-01
20200306T164141_20200306T164609_T15SYV,2020-03-06,0.3496825363295682,2.823662201614997,2020-03-06
20200326T163911_20200326T164633_T15SYV,2020-03-26,0.37243882898161496,2.820666523560241,2020-03-26
20200405T163851_20200405T165117_T15SYV,2020-04-05,0.37745785925165204,2.8219280127002206,2020-04-05
20200410T163839_20200410T164710_T15SYV,2020-04-10,0.18375499779209398,2.7662376579203936,2020-04-10
20200415T163901_20200415T164718_T15SYV,2020-04-15,0.17814260706712107,2.749932546028614,2020-04-15
20200420T163829_20200420T165055_T15SYV,2020-04-20,0.16160735325844544,2.7468028063087457,2020-04-20
20200430T163839_20200430T165335_T15SYV,2020-04-30,0.1779897707332988,2.762428763083828,2020-04-30
20200510T163839_20200510T164708_T15SYV,2020-05-10,0.15885487522134809,2.7392493211322537,2020-05-10
20200525T163901_20200525T165159_T15SYV,2020-05-25,0.14137986762530316,2.705025467640253,2020-05-25
20200530T163839_20200530T165323_T15SYV,2020-05-30,0.21967276165747274,2.7754681839871513,2020-05-30
20200614T163901_20200614T165159_T15SYV,2020-06-14,0.5054084186756543,2.8627076416829036,2020-06-14
20200619T163839_20200619T165248_T15SYV,2020-06-19,0.5113199556387481,2.9001454130615314,2020-06-19
20200624T163901_20200624T165224_T15SYV,2020-06-24,0.7487203032308108,2.9115191389606947,2020-06-24
20200704T163901_20200704T165223_T15SYV,2020-07-04,0.7698975071528706,2.9614928306342607,2020-07-04
20200719T163839_20200719T165022_T15SYV,2020-07-19,0.8147745237205277,2.986445442048025,2020-07-19
20200724T163901_20200724T165147_T15SYV,2020-07-24,0.8094465512131634,2.971253475564681,2020-07-24
20200729T163839_20200729T165103_T15SYV,2020-07-29,0.8363562262974106,3.0320463339572172,2020-07-29
20200803T163901_20200803T165003_T15SYV,2020-08-03,0.922488853027154,2.992659820335335,2020-08-03
20200808T163839_20200808T164130_T15SYV,2020-08-08,0.9150790889638998,3.0142889981230794,2020-08-08
20200813T163901_20200813T165003_T15SYV,2020-08-13,0.8387770964183325,2.9657259907663205,2020-08-13
20200818T163839_20200818T164652_T15SYV,2020-08-18,0.9145813467762629,3.0038176648642074,2020-08-18
20200823T163901_20200823T164839_T15SYV,2020-08-23,0.9043103341227295,2.9779047832843544,2020-08-23
20200902T163901_20200902T164510_T15SYV,2020-09-02,0.7838299249750816,2.9580197343391856,2020-09-02
20200907T163839_20200907T164430_T15SYV,2020-09-07,0.8720388665790837,2.9637711599277377,2020-09-07
20200927T163949_20200927T165131_T15SYV,2020-09-27,0.33424681828109387,2.8340958592818786,2020-09-27
20201002T164131_20201002T165157_T15SYV,2020-10-02,0.30558079329828575,2.8123268821805283,2020-10-02
20201007T164109_20201007T164956_T15SYV,2020-10-07,0.2581086841855214,2.818465319230831,2020-10-07
20201017T164309_20201017T164706_T15SYV,2020-10-17,0.2543015546997985,2.8006743000828322,2020-10-17
20201022T164341_20201022T165140_T15SYV,2020-10-22,0.22970853443958258,2.8703256114222535,2020-10-22
20201101T164441_20201101T165342_T15SYV,2020-11-01,0.26130004470457224,2.8062117123791825,2020-11-01
20201106T164509_20201106T165305_T15SYV,2020-11-06,0.24997476937237165,2.8164509527117985,2020-11-06
20201111T164531_20201111T164533_T15SYV,2020-11-11,0.21466833588335238,2.77990327700096,2020-11-11
20201126T164629_20201126T164630_T15SYV,2020-11-26,0.19626632780737147,2.769868489035443,2020-11-26
20201201T164651_20201201T164645_T15SYV,2020-12-01,0.2212286819725705,2.7703905337240995,2020-12-01
20201206T164659_20201206T164657_T15SYV,2020-12-06,0.17350494645040876,2.6925246977709008,2020-12-06
20201216T164709_20201216T165219_T15SYV,2020-12-16,0.22770319007082518,2.8500789740895467,2020-12-16
20201221T164711_20201221T164713_T15SYV,2020-12-21,0.29163364953654114,2.7277532698912252,2020-12-21
20201226T164709_20201226T164711_T15SYV,2020-12-26,0.2506504102877401,2.735765515219991,2020-12-26
20210105T164659_20210105T164659_T15SYV,2021-01-05,0.24122971343843067,2.753800112024374,2021-01-05
20210115T164639_20210115T164634_T15SYV,2021-01-15,0.20946534134053607,2.7663015141899168,2021-01-15
