id_image,date_image,ndvi_value,evi_value,date_image_dt
20190106T164659_20190106T164853_T15SYV,2019-01-06,0.33193013826058404,2.8443400479161283,2019-01-06
20190121T164611_20190121T164609_T15SYV,2019-01-21,0.40909170499783426,2.7696676443584938,2019-01-21
20190126T164549_20190126T164551_T15SYV,2019-01-26,0.37173049585639656,2.822593671454782,2019-01-26
20190317T164029_20190317T164113_T15SYV,2019-03-17,0.22168380660653395,2.78167398544734,2019-03-17
20190317T164029_20190317T165347_T15SYV,2019-03-17,0.22210455461797754,2.770563541921053,2019-03-17
20190322T163951_20190322T164744_T15SYV,2019-03-22,0.2022420461120139,2.7624762430082326,2019-03-22
20190327T164109_20190327T164602_T15SYV,2019-03-27,0.2204100015196277,2.7863390580426803,2019-03-27
20190416T163849_20190416T165110_T15SYV,2019-04-16,0.24117132510960648,2.8301653222792456,2019-04-16
20190421T163901_20190421T164917_T15SYV,2019-04-21,0.23974201744558712,2.786399008630142,2019-04-21
20190426T163849_20190426T165038_T15SYV,2019-04-26,0.27975001557372764,2.818351733468535,2019-04-26
20190506T163849_20190506T164355_T15SYV,2019-05-06,0.21659894885381228,2.8101435426731056,2019-05-06
20190516T163849_20190516T164414_T15SYV,2019-05-16,0.20777054241036802,2.7907446817513257,2019-05-16
20190526T163849_20190526T165008_T15SYV,2019-05-26,0.24127641856494805,2.8087286222136525,2019-05-26
20190531T163901_20190531T165213_T15SYV,2019-05-31,0.1709226318351366,2.7326314531342826,2019-05-31
20190605T163849_20190605T165318_T15SYV,2019-06-05,0.20616006216092123,2.7971898958147783,2019-06-05
20190610T163901_20190610T165257_T15SYV,2019-06-10,0.16997743682460376,2.713447855182836,2019-06-10
20190625T163849_20190625T164413_T15SYV,2019-06-25,0.11637357363705168,2.685574323949817,2019-06-25
20190630T163901_20190630T164745_T15SYV,2019-06-30,0.15749818760455384,2.697851191134285,2019-06-30
20190705T163849_20190705T164349_T15SYV,2019-07-05,0.22188957335134823,2.79116940053608,2019-07-05
20190710T163901_20190710T165255_T15SYV,2019-07-10,0.23123351572508552,2.7935301665155756,2019-07-10
20190720T163901_20190720T164944_T15SYV,2019-07-20,0.2915520395365981,2.797401824707556,2019-07-20
20190725T163849_20190725T164606_T15SYV,2019-07-25,0.3892784001646981,2.8483196168057807,2019-07-25
20190804T163849_20190804T165311_T15SYV,2019-08-04,0.6021593725565753,2.898077640827621,2019-08-04
20190814T163849_20190814T164716_T15SYV,2019-08-14,0.7987317398206758,2.9318988398284067,2019-08-14
20190819T163901_20190819T165206_T15SYV,2019-08-19,0.8077046718232359,2.9197941581693865,2019-08-19
20190829T163901_20190829T164542_T15SYV,2019-08-29,0.8584310869903555,2.9632918309464276,2019-08-29
20190903T163839_20190903T164329_T15SYV,2019-09-03,0.8398040883399067,2.9727752842111386,2019-09-03
20190908T163901_20190908T165210_T15SYV,2019-09-08,0.7321209227381559,2.9070551491207905,2019-09-08
20190913T163859_20190913T164405_T15SYV,2019-09-13,0.7739416512899161,2.970382781471172,2019-09-13
20190918T164021_20190918T165045_T15SYV,2019-09-18,0.7349557185183988,2.9381102485475314,2019-09-18
20190928T164041_20190928T164510_T15SYV,2019-09-28,0.541263401644362,2.857033732929939,2019-09-28
20191003T164129_20191003T165242_T15SYV,2019-10-03,0.24834582353220677,2.870977717817672,2019-10-03
20191008T164201_20191008T164732_T15SYV,2019-10-08,0.3124797818805382,2.813094915901397,2019-10-08
20191013T164239_20191013T164555_T15SYV,2019-10-13,0.28799540500106896,2.812846408183138,2019-10-13
20191018T164311_20191018T164413_T15SYV,2019-10-18,0.2618337399119327,2.7791703288727083,2019-10-18
20191023T164339_20191023T164855_T15SYV,2019-10-23,0.267208089507186,2.801623386575188,2019-10-23
20191102T164439_20191102T164519_T15SYV,2019-11-02,0.24821984376151113,2.8351042654731575,2019-11-02
20191127T164631_20191127T164631_T15SYV,2019-11-27,0.2899297193205853,2.798669379959829,2019-11-27
20200106T164651_20200106T164654_T15SYV,2020-01-06,0.24037947229346004,2.730646489072149,2020-01-06
20200306T164141_20200306T164609_T15SYV,2020-03-06,0.2436721709774698,2.7668830462548524,2020-03-06
20200326T163911_20200326T164633_T15SYV,2020-03-26,0.2509061308808407,2.75752454929506,2020-03-26
20200405T163851_20200405T165117_T15SYV,2020-04-05,0.19343152674514408,2.756393148348983,2020-04-05
20200410T163839_20200410T164710_T15SYV,2020-04-10,0.19779076420114056,2.793946252676701,2020-04-10
20200415T163901_20200415T164718_T15SYV,2020-04-15,0.21770146682133068,2.7952482393533846,2020-04-15
20200420T163829_20200420T165055_T15SYV,2020-04-20,0.22295007454197616,2.8120661744779993,2020-04-20
20200430T163839_20200430T165335_T15SYV,2020-04-30,0.23672768673175953,2.8154850807086453,2020-04-30
20200510T163839_20200510T164708_T15SYV,2020-05-10,0.20090704988267194,2.7835778877452575,2020-05-10
20200525T163901_20200525T165159_T15SYV,2020-05-25,0.1611921021352798,2.725782327979314,2020-05-25
20200530T163839_20200530T165323_T15SYV,2020-05-30,0.22957219898462516,2.791507943781073,2020-05-30
20200614T163901_20200614T165159_T15SYV,2020-06-14,0.27940310190728906,2.8154380874112763,2020-06-14
20200619T163839_20200619T165248_T15SYV,2020-06-19,0.2622286632154677,2.821399757450496,2020-06-19
20200624T163901_20200624T165224_T15SYV,2020-06-24,0.3663367803103187,2.894589504084855,2020-06-24
20200709T163839_20200709T164859_T15SYV,2020-07-09,0.6195167868564144,2.990701284348558,2020-07-09
20200719T163839_20200719T165022_T15SYV,2020-07-19,0.8246341684329433,3.046683975264908,2020-07-19
20200724T163901_20200724T165147_T15SYV,2020-07-24,0.86161367951753,3.0105517731066,2020-07-24
20200803T163901_20200803T165003_T15SYV,2020-08-03,0.8662534343503746,3.033395301381307,2020-08-03
20200808T163839_20200808T164130_T15SYV,2020-08-08,0.8519215503958982,3.0499688887336,2020-08-08
20200818T163839_20200818T164652_T15SYV,2020-08-18,0.8190018168506618,2.998120736773166,2020-08-18
20200823T163901_20200823T164839_T15SYV,2020-08-23,0.8038857434998476,2.9644039917538962,2020-08-23
20200907T163839_20200907T164430_T15SYV,2020-09-07,0.7071750865386969,2.9153725565134203,2020-09-07
20200927T163949_20200927T165131_T15SYV,2020-09-27,0.45245466393400746,2.8624275583105954,2020-09-27
20201002T164131_20201002T165157_T15SYV,2020-10-02,0.433574407293559,2.8381024740346814,2020-10-02
20201007T164109_20201007T164956_T15SYV,2020-10-07,0.37110904873837447,2.847614080732845,2020-10-07
20201017T164309_20201017T164706_T15SYV,2020-10-17,0.2372584392287949,2.761303671534987,2020-10-17
20201101T164441_20201101T165342_T15SYV,2020-11-01,0.24322398085018357,2.768817481773294,2020-11-01
20201106T164509_20201106T165305_T15SYV,2020-11-06,0.23758560845589505,2.7692042858341104,2020-11-06
20201111T164531_20201111T164533_T15SYV,2020-11-11,0.2051629314372302,2.745621650934157,2020-11-11
20201126T164629_20201126T164630_T15SYV,2020-11-26,0.38850217131437764,2.801901251182905,2020-11-26
20201201T164651_20201201T164645_T15SYV,2020-12-01,0.34242159670130734,2.7906796638368214,2020-12-01
20201206T164659_20201206T164657_T15SYV,2020-12-06,0.16095204415013076,2.6965300771576786,2020-12-06
20201221T164711_20201221T164713_T15SYV,2020-12-21,0.36516882890734975,2.7750895819455494,2020-12-21
20201226T164709_20201226T164711_T15SYV,2020-12-26,0.2217357425536052,2.731836161957935,2020-12-26
20210105T164659_20210105T164659_T15SYV,2021-01-05,0.4007858312070429,2.8102558925035455,2021-01-05
20210115T164639_20210115T164634_T15SYV,2021-01-15,0.20583729229153327,2.751348155870142,2021-01-15
20210306T164049_20210306T164211_T15SYV,2021-03-06,0.20811874557849824,2.7606589864706654,2021-03-06
20210321T163951_20210321T164459_T15SYV,2021-03-21,0.1941799183342158,2.7582706317444474,2021-03-21
20210326T163839_20210326T164637_T15SYV,2021-03-26,0.3614829792316585,2.8018331856841754,2021-03-26
20210410T163851_20210410T164518_T15SYV,2021-04-10,0.13320184313838046,2.7935352251167873,2021-04-10
20210420T163851_20210420T165108_T15SYV,2021-04-20,0.1780450005557527,2.759473012326299,2021-04-20
20210425T163829_20210425T164719_T15SYV,2021-04-25,0.37282118140588366,2.843850019540077,2021-04-25
20210430T163901_20210430T164521_T15SYV,2021-04-30,0.2746125877403818,2.7865359459677266,2021-04-30
20210505T163839_20210505T164804_T15SYV,2021-05-05,0.24478340606266033,2.8089121981338003,2021-05-05
20210515T163839_20210515T164437_T15SYV,2021-05-15,0.17028265647232355,2.7671212641124026,2021-05-15
20210525T163839_20210525T164855_T15SYV,2021-05-25,0.14007471019081924,2.719872601880187,2021-05-25
20210530T163901_20210530T164531_T15SYV,2021-05-30,0.14440349540840822,2.734957947030347,2021-05-30
20210614T163839_20210614T164522_T15SYV,2021-06-14,0.1735814046255327,2.7587419530060298,2021-06-14
20210629T163901_20210629T164630_T15SYV,2021-06-29,0.23274753720281427,2.779517201555948,2021-06-29
20210704T163839_20210704T164809_T15SYV,2021-07-04,0.4323725880901637,2.8593678493132555,2021-07-04
20210714T163839_20210714T165142_T15SYV,2021-07-14,0.689806600895856,2.9393539737175214,2021-07-14
20210724T163839_20210724T164841_T15SYV,2021-07-24,0.5922388791575381,2.6260772577824434,2021-07-24
20210729T163901_20210729T164530_T15SYV,2021-07-29,0.7058972838112472,2.9769944818896152,2021-07-29
20210803T163839_20210803T165337_T15SYV,2021-08-03,0.7710169766487928,2.9830122185253987,2021-08-03
20210808T163901_20210808T164526_T15SYV,2021-08-08,0.3210818556594164,2.8923522268265804,2021-08-08
